Strain	Original_name	Group	Version	Status	Genome number	ShortTaxName	Locus tag	File name	Locus tag (Strain)	File name (Strain)	Locus tag (Strain no underscore)	Taxonomy_rp15	Taxonomy_GtoTree	Accession	Alternative Names	arCOG Taxonomy	CheckM Completeness v1,2,1	CheckM Contamination v1,2,1	Genome_quality	Genome_quality_score	GTDB-Tk v1.5.1 Classsification	GTDB-Tk v1.3.0 Classification		OriginLab	Date_added	Complete_genome	Notes
AB3033_1	AB3033_1	01_unpublished_bakerlab	v01		00624	Gefi	Gefi_00624	Gefi_00624	Gefi_AB3033_1	Gefi_AB3033_1	Gefi__AB3033_1_		Gefion		Sif_AB3033_1.fna	Gefionarchaeota	78,97	0,47	medium_quality	76,62	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
AB3033_2	AB3033_2	01_unpublished_bakerlab	v01		00625	Gefi	Gefi_00625	Gefi_00625	Gefi_AB3033_2	Gefi_AB3033_2	Gefi__AB3033_2_	Gefion	Gefion		Sif_AB3033_2.fna	Gefionarchaeota	93,46	4,67	high_quality	70,11	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__;f__;g__;s__	d__Archaea;p__Thermoproteota;c__;o__;f__;g__;s__		bakerlab	2022/01/20		
ABR01	ABR01	01_unpublished_bakerlab	v01		00287	Loki	Loki_00287	Loki_00287	Loki_ABR01	Loki_ABR01	Loki__ABR01_	Loki	Loki		Lokiarchaeote_ABR01	Lokiarchaeota	92,99	5,14	medium_quality	67,29	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__;s__		bakerlab	2022/01/20		
ABR02	ABR02	01_unpublished_bakerlab	v01		00288	Loki	Loki_00288	Loki_00288	Loki_ABR02	Loki_ABR02	Loki__ABR02_	Loki	Loki		Lokiarchaeote_ABR02	Lokiarchaeota	81,78	3,27	medium_quality	65,43	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		bakerlab	2022/01/20		
ABR03	ABR03	01_unpublished_bakerlab	v01		00289	Loki	Loki_00289	Loki_00289	Loki_ABR03	Loki_ABR03	Loki__ABR03_	Loki	Loki		Lokiarchaeote_ABR03	Lokiarchaeota	77,02	3,27	medium_quality	60,67	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		bakerlab	2022/01/20		
ABR04	ABR04	01_unpublished_bakerlab	v01		00290	Loki	Loki_00290	Loki_00290	Loki_ABR04	Loki_ABR04	Loki__ABR04_	Loki	Loki		Lokiarchaeote_ABR04	Lokiarchaeota	85,98	4,67	medium_quality	62,63	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		bakerlab	2022/01/20		
ABR05	ABR05	01_unpublished_bakerlab	v01		00291	Loki	Loki_00291	Loki_00291	Loki_ABR05	Loki_ABR05	Loki__ABR05_	Loki	Loki		Lokiarchaeote_ABR05	Lokiarchaeota	87,38	3,27	medium_quality	71,03	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		bakerlab	2022/01/20		
ABR06	ABR06	01_unpublished_bakerlab	v01		00292	Loki	Loki_00292	Loki_00292	Loki_ABR06	Loki_ABR06	Loki__ABR06_	Loki	Loki		Lokiarchaeote_ABR06	Lokiarchaeota	86,45	2,34	medium_quality	74,75	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		bakerlab	2022/01/20		
ABR08	ABR08	01_unpublished_bakerlab	v01		00293	Loki	Loki_00293	Loki_00293	Loki_ABR08	Loki_ABR08	Loki__ABR08_	Loki	Loki		Lokiarchaeote_ABR08	Lokiarchaeota	70,25	5,61	medium_quality	42,2	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		bakerlab	2022/01/20		
ABR09	ABR09	01_unpublished_bakerlab	v01		00470	Thor	Thor_00470	Thor_00470	Thor_ABR09	Thor_ABR09	Thor__ABR09_	Thor	Thor		Thorarchaeote_ABR09	Thorarchaeota	53,67	0,07	medium_quality	53,32	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp001940705	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp001940705		bakerlab	2022/01/20		
ABR10	ABR10	01_unpublished_bakerlab	v01		00471	Thor	Thor_00471	Thor_00471	Thor_ABR10	Thor_ABR10	Thor__ABR10_	Thor	Thor		Thorarchaeote_ABR10	Thorarchaeota	59,15	1,87	medium_quality	49,8	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__WTCK01;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83;s__		bakerlab	2022/01/20		
ABR11	ABR11	01_unpublished_bakerlab	v01		00294	Loki	Loki_00294	Loki_00294	Loki_ABR11	Loki_ABR11	Loki__ABR11_	Loki	Loki		Lokiarchaeote_ABR11	Lokiarchaeota	82,87	5,14	medium_quality	57,17	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		bakerlab	2022/01/20		
ABR13	ABR13	01_unpublished_bakerlab	v01		00295	Loki	Loki_00295	Loki_00295	Loki_ABR13	Loki_ABR13	Loki__ABR13_	Loki	Loki		Lokiarchaeote_ABR13	Lokiarchaeota	74,77	5,14	medium_quality	49,07	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__		bakerlab	2022/01/20		
ABR14	ABR14	01_unpublished_bakerlab	v01		00018	HeGe	HeGe_00018	HeGe_00018	HeGe_ABR14	HeGe_ABR14	HeGe__ABR14_	HeGerd	HeGerd		Heimdallarchaeote_ABR14	Gerdarchaeia	72,9	5,82	medium_quality	43,8	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
ABR15	ABR15	01_unpublished_bakerlab	v01		00296	Loki	Loki_00296	Loki_00296	Loki_ABR15	Loki_ABR15	Loki__ABR15_	Loki	Loki		Lokiarchaeote_ABR15	Lokiarchaeota	63,24	1,87	medium_quality	53,89	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__		bakerlab	2022/01/20		
ABR16	ABR16	01_unpublished_bakerlab	v01		00057	HeHe	HeHe_00057	HeHe_00057	HeHe_ABR16	HeHe_ABR16	HeHe__ABR16_	HeHeimdall	HeHeimdall		Heimdallarchaeote_ABR16	Heimdallarchaeia	93,46	3,27	high_quality	77,11	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460;s__UBA460 sp001940755	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460;s__UBA460 sp001940755		bakerlab	2022/01/20		
AMARA_1	AMARA_1	00_published	v01		00297	Loki	Loki_00297	Loki_00297_GCA_004524545	Loki_AMARA_1	Loki_AMARA_1_p	Loki__AMARA_1_	Loki	Loki	GCA_004524545_1_ASM452454v1		Lokiarchaeota	82,55	1,87	medium_quality	73,2	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__AMARA-1;g__AMARA-1;s__AMARA-1 sp004524545	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__AMARA-1;g__AMARA-1;s__AMARA-1 sp004524545		published	2022/01/20		
AMARA_1S	AMARA_1S	00_published	v01		00298	Loki	Loki_00298	Loki_00298_GCA_004524535	Loki_AMARA_1S	Loki_AMARA_1S_p	Loki__AMARA_1S_	Loki	Loki	GCA_004524535_1_ASM452453v1		Lokiarchaeota	86,09	0	medium_quality	86,09	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__SDNM01 sp004524535	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__SDNM01 sp004524535		published	2022/01/20		
AMARA_2	AMARA_2	00_published	v01		00472	Thor	Thor_00472	Thor_00472_GCA_004524595	Thor_AMARA_2	Thor_AMARA_2_p	Thor__AMARA_2_	Thor	Thor	GCA_004524595_1_ASM452459v1		Thorarchaeota	92,99	1,47	high_quality	85,64	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp004524595	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp004524595		published	2022/01/20		
AMARA_5S	AMARA_5S	00_published	v01		00299	Loki	Loki_00299	Loki_00299_GCA_004524725	Loki_AMARA_5S	Loki_AMARA_5S_p	Loki__AMARA_5S_	Loki	Loki	GCA_004524725_1_ASM452472v1		Lokiarchaeota	73,94	0,47	medium_quality	71,59	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp004524725	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp004524725		published	2022/01/20		
AMARA_7	AMARA_7	00_published	v01		00300	Loki	Loki_00300	Loki_00300_GCA_004524515	Loki_AMARA_7	Loki_AMARA_7_p	Loki__AMARA_7_	Loki	Loki	GCA_004524515_1_ASM452451v1		Lokiarchaeota	73,21	1,4	medium_quality	66,21	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__SDNM01 sp004524515	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__SDNM01 sp004524515		published	2022/01/20		
AMARA_8	AMARA_8	00_published	v01		00473	Thor	Thor_00473	Thor_00473_GCA_004524565	Thor_AMARA_8	Thor_AMARA_8_p	Thor__AMARA_8_	Thor	Thor	GCA_004524565_1_ASM452456v1		Thorarchaeota	90,19	0,47	high_quality	87,84	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp004524565	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1;s__MP8T-1 sp004524565		published	2022/01/20		
AS27yjCOA_147	AS27yjCOA_147	00_published	v01		00301	Loki	Loki_00301	Loki_00301_GCA_012798355	Loki_AS27yjCOA_147	Loki_AS27yjCOA_147_p	Loki__AS27yjCOA_147_	Loki	Loki	GCA_012798355_1_ASM1279835v1		Lokiarchaeota	85,21	9,35	medium_quality	38,46	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__		published	2022/01/20		
B11_G17	B11_G17	01_unpublished_bakerlab	v01		00164	HeNj	HeNj_00164	HeNj_00164	HeNj_B11_G17	HeNj_B11_G17	HeNj__B11_G17_		HeNjord		Idunnarchaeote_GBS16	Idunnarchaeota	88,55	7,01	medium_quality	53,5	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
B13_G17	B13_G17	01_unpublished_bakerlab	v01		00165	HeNj	HeNj_00165	HeNj_00165	HeNj_B13_G17	HeNj_B13_G17	HeNj__B13_G17_		HeNjord		Idunnarchaeote_GBS17	Idunnarchaeota	81,09	1,4	medium_quality	74,09	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
B16_G1	B16_G1	01_unpublished_bakerlab	v01	REMOVED/MOVED to 00_v03	00626	Gefi	Gefi_00626	Gefi_00626	Gefi_B16_G1	Gefi_B16_G1	Gefi__B16_G1_	Gefion	Gefion		B16_G1; Freyarchaeote_GBS01; Gefionarchaeote_GBS01	Gefionarchaeota	59,51	5,61	medium_quality	31,46	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__		bakerlab	2022/01/20		
B18_G1	B18_G1	00_published	v01		00019	HeGe	HeGe_00019	HeGe_00019_GCA_003662935	HeGe_B18_G1	HeGe_B18_G1_p	HeGe__B18_G1_	HeGerd	HeGerd	GCA_003662935_1_ASM366293v1	B18_G1; Heimdallarchaeote_GBS08	Gerdarchaeia	86,45	7,94	medium_quality	46,75	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__		published	2022/01/20		
B20_G9	B20_G9	01_unpublished_bakerlab	v01		00166	HeNj	HeNj_00166	HeNj_00166	HeNj_B20_G9	HeNj_B20_G9	HeNj__B20_G9_	HeNjord	HeNjord		Idunnarchaeote_GBS18	Idunnarchaeota	88,32	7,01	medium_quality	53,27	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
B29_G2	B29_G2	00_published	v01		00474	Thor	Thor_00474	Thor_00474_GCA_003662815	Thor_B29_G2	Thor_B29_G2_p	Thor__B29_G2_	Thor	Thor	GCA_003662815_1_ASM366281v1	B29_G2; Thorarchaeote_GBS28	Thorarchaeota	83,49	8,88	medium_quality	39,09	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__		published	2022/01/20		
B3_Heim	B3_Heim	00_published	v01		00098	HeHo	HeHo_00098	HeHo_00098_GCA_003144275	HeHo_B3_Heim	HeHo_B3_Heim_p	HeHo__B3_Heim_	HeHod	HeHod	GCA_003144275_1_ASM314427v1		Skadiarchaeia	93,69	1,87	high_quality	84,34	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__B3-JM-08 sp003144275	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-3;f__B3-JM-08;g__B3-JM-08;s__B3-JM-08 sp003144275		published	2022/01/20		
B32_G17	B32_G17	01_unpublished_bakerlab	v01		00167	HeNj	HeNj_00167	HeNj_00167	HeNj_B32_G17	HeNj_B32_G17	HeNj__B32_G17_		HeNjord		Idunnarchaeote_GBS19	Idunnarchaeota	57,89	0,93	medium_quality	53,24	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
B33_G2	B33_G2	00_published	v01		00020	HeGe	HeGe_00020	HeGe_00020_GCA_003662885	HeGe_B33_G2	HeGe_B33_G2_p	HeGe__B33_G2_	HeGerd	HeGerd	GCA_003662885_1_ASM366288v1		Gerdarchaeia	64,64	1,87	medium_quality	55,29	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__		published	2022/01/20		
B34_G2	B34_G2	01_unpublished_bakerlab	v01		00168	HeNj	HeNj_00168	HeNj_00168	HeNj_B34_G2	HeNj_B34_G2	HeNj__B34_G2_		HeNjord		Idunnarchaeote_GBS20	Idunnarchaeota	75,55	7,17	medium_quality	39,7	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
B36_G16	B36_G16	01_unpublished_bakerlab	v01		00242	Jord	Jord_00242	Jord_00242	Jord_B36_G16	Jord_B36_G16	Jord__B36_G16_	Jord	Jord		Freyarchaeote_GBS05	Freyarchaeota	92,06	6,54	medium_quality	59,36	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__DTBI01;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
B37_G2	B37_G2	01_unpublished_bakerlab	v01		00169	HeNj	HeNj_00169	HeNj_00169	HeNj_B37_G2	HeNj_B37_G2	HeNj__B37_G2_		HeNjord		Idunnarchaeote_GBS15	Idunnarchaeota	51,28	7,94	medium_quality	11,58	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
B4_G2	B4_G2	01_unpublished_bakerlab	v01		00243	Jord	Jord_00243	Jord_00243	Jord_B4_G2	Jord_B4_G2	Jord__B4_G2_	Jord	Jord		Freyarchaeote_GBS06	Freyarchaeota	88,16	4,59	medium_quality	65,21	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
B41_G1	B41_G1	00_published	v01		00475	Thor	Thor_00475	Thor_00475_GCA_003662805	Thor_B41_G1	Thor_B41_G1_p	Thor__B41_G1_	Thor	Thor	GCA_003662805_1_ASM366280v1	B41_G1; Thorarchaeote_GBS29	Thorarchaeota	94,86	8,88	medium_quality	50,46	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp003662765	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp003662765		published	2022/01/20		
B44_G1	B44_G1	01_unpublished_bakerlab	v01		00170	HeNj	HeNj_00170	HeNj_00170	HeNj_B44_G1	HeNj_B44_G1	HeNj__B44_G1_		HeNjord		Idunnarchaeote_GBS21	Idunnarchaeota	64,49	8,18	medium_quality	23,59	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
B5_G9	B5_G9	00_published	v01		00021	HeGe	HeGe_00021	HeGe_00021_GCA_003662875	HeGe_B5_G9	HeGe_B5_G9_p	HeGe__B5_G9_		HeGerd	GCA_003662875_1_ASM366287v1	B5_G9; Heimdallarchaeote_GBS10	Gerdarchaeia	50,78	2,41	medium_quality	38,73	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__;f__;g__;s__		published	2022/01/20		
B53_G9	B53_G9	00_published	v01		00302	Loki	Loki_00302	Loki_00302_GCA_003662865	Loki_B53_G9	Loki_B53_G9_p	Loki__B53_G9_		Loki	GCA_003662865_1_ASM366286v1	B53_G9; Lokiarchaeote_GBS14	Lokiarchaeota	69,41	9,81	medium_quality	20,36	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__AMARA-1;g__Prometheoarchaeum;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__AMARA-1;g__;s__		published	2022/01/20		
B59_G1	B59_G1	00_published	v01		00476	Thor	Thor_00476	Thor_00476_GCA_003662775	Thor_B59_G1	Thor_B59_G1_p	Thor__B59_G1_	Thor	Thor	GCA_003662775_1_ASM366277v1	B59_G1; Thorarchaeote_GBS33	Thorarchaeota	95,33	9,42	medium_quality	48,23	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__		published	2022/01/20		
B6_G17	B6_G17	01_unpublished_bakerlab	v01		00172	HeNj	HeNj_00172	HeNj_00172	HeNj_B6_G17	HeNj_B6_G17	HeNj__B6_G17_	HeNjord	HeNjord		Idunnarchaeote_GBS23	Idunnarchaeota	72,98	1,01	medium_quality	67,93	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
B62_G16	B62_G16	01_unpublished_bakerlab	v01		00171	HeNj	HeNj_00171	HeNj_00171	HeNj_B62_G16	HeNj_B62_G16	HeNj__B62_G16_		HeNjord		Idunnarchaeote_GBS22	Idunnarchaeota	86,45	3,19	medium_quality	70,5	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
B65_G9	B65_G9	00_published	v01		00477	Thor	Thor_00477	Thor_00477_GCA_003662765	Thor_B65_G9	Thor_B65_G9_p	Thor__B65_G9_	Thor	Thor	GCA_003662765_1_ASM366276v1	B65_G9; Thorarchaeote_GBS34	Thorarchaeota	85,05	5,64	medium_quality	56,85	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp003662765	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp003662765		published	2022/01/20		
B7_G1	B7_G1	01_unpublished_bakerlab	v01		00244	Jord	Jord_00244	Jord_00244	Jord_B7_G1	Jord_B7_G1	Jord__B7_G1_	Jord	Jord		Freyarchaeote_GBS07	Freyarchaeota	81,46	5,45	medium_quality	54,21	d__Archaea;p__Asgardarchaeota;c__DTBI01;o__DTBI01;f__;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
B7_G17	B7_G17	01_unpublished_bakerlab	v01		00174	HeNj	HeNj_00174	HeNj_00174	HeNj_B7_G17	HeNj_B7_G17	HeNj__B7_G17_		HeNjord		Idunnarchaeote_GBS25	Idunnarchaeota	82,24	3,04	medium_quality	67,04	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
B77_G9	B77_G9	01_unpublished_bakerlab	v01		00173	HeNj	HeNj_00173	HeNj_00173	HeNj_B77_G9	HeNj_B77_G9	HeNj__B77_G9_	HeNjord	HeNjord		Idunnarchaeote_GBS24	Idunnarchaeota	92,06	4,67	high_quality	68,71	d__Archaea;p__Asgardarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
B90_G9	B90_G9	01_unpublished_bakerlab	v01		00175	HeNj	HeNj_00175	HeNj_00175	HeNj_B90_G9	HeNj_B90_G9	HeNj__B90_G9_		HeNjord		Idunnarchaeote_GBS26	Idunnarchaeota	63,8	0,93	medium_quality	59,15	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__	d__Archaea;p__Thermoproteota;c__Korarchaeia;o__;f__;g__;s__		bakerlab	2022/01/20		
BC	BC	00_published	v01		00478	Thor	Thor_00478	Thor_00478_GCA_008080745	Thor_BC	Thor_BC_p	Thor__BC_	Thor	Thor	GCA_008080745_1_ASM808074v1		Thorarchaeota	92,99	3,74	high_quality	74,29	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SHMX01;s__SHMX01 sp008080745	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__;s__		published	2022/01/20		
BC1	BC1	00_published	v01		00303	Loki	Loki_00303	Loki_00303_GCA_008080765	Loki_BC1	Loki_BC1_p	Loki__BC1_	Loki	Loki	GCA_008080765_1_ASM808076v1		Lokiarchaeota	75,19	1,4	medium_quality	68,19	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__TEKIR-8;s__TEKIR-8 sp008080765	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__TEKIR-8;s__		published	2022/01/20		
BC2	BC2	00_published	v01		00304	Loki	Loki_00304	Loki_00304_GCA_008080755	Loki_BC2	Loki_BC2_p	Loki__BC2_	Loki	Loki	GCA_008080755_1_ASM808075v1		Lokiarchaeota	83,64	9,35	medium_quality	36,89	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__;s__	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__;s__		published	2022/01/20		
BC3	BC3	00_published	v01		00305	Loki	Loki_00305	Loki_00305_GCA_008080735	Loki_BC3	Loki_BC3_p	Loki__BC3_	Loki	Loki	GCA_008080735_1_ASM808073v1		Lokiarchaeota	88,32	3,74	medium_quality	69,62	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__TEKIR-8;s__TEKIR-8 sp008080735	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__TEKIR-8;s__		published	2022/01/20		
BHB10_2_Bin_344	BHB10_2_Bin_344	01_unpublished_bakerlab	v01		00181	HeKa	HeKa_00181	HeKa_00181	HeKa_BHB10_2_Bin_344	HeKa_BHB10_2_Bin_344	HeKa__BHB10_2_Bin_344_	HeKari	HeKari			Heimdallarchaeia	83,18	1,4	medium_quality	76,18	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__GCA-2728275;s__	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__LC-2;f__LC-2;g__GCA-2728275;s__		bakerlab	2022/01/20		
